Player,Nation,Pos,Squad,Comp,Age,90s,PassesReceivedp90,PassesReceived,Touches,TouchesAttacking3rdp90,TouchesAttacking3rd,TouchesAttackingPenp90,TouchesAttackingPen,SuccDribbles,Attdribblesp90,AttDribbles,SuccDribblesPerc,xAp90,xA,TBp90,TB,Succ Deliveries to boxp90,Succ Deliveries to box,KPp90,KP,PassingFinal3rdp90,PassingFinal3rd,SCAp90,PPA,CrsPA
Adam Marušic\Adam-Marusic,me MNE,DF,Lazio,it Serie A,26.00,10.50,31.90,335.00,497.00,18.00,189.00,2.86,30.00,9.00,1.71,18.00,50.00,0.05,0.50,0.00,0.00,1.24,13.00,0.76,8.00,0.48,5.00,1.53,8.00,5.00
Andrea Masiello\Andrea-Masiello,it ITA,DF,Genoa,it Serie A,33.00,14.70,42.38,623.00,938.00,7.01,103.00,0.88,13.00,6.00,0.48,7.00,85.70,0.00,0.00,0.07,1.00,0.61,9.00,0.07,1.00,3.74,55.00,0.88,9.00,0.00
Andrea Masiello\Andrea-Masiello,it ITA,DF,Atalanta,it Serie A,33.00,6.00,37.33,224.00,358.00,4.17,25.00,0.00,0.00,1.00,0.17,1.00,100.00,0.03,0.20,0.00,0.00,0.33,2.00,0.50,3.00,2.67,16.00,0.83,1.00,1.00
Adam Masina\Adam-Masina,it ITA,DF,Watford,eng Premier League,25.00,20.20,28.17,569.00,1186.00,13.32,269.00,1.04,21.00,11.00,0.89,18.00,61.10,0.03,0.60,0.00,0.00,1.34,27.00,0.64,13.00,2.82,57.00,0.99,15.00,12.00
Arthur Masuaku\Arthur-Masuaku,cd COD,DF,West Ham,eng Premier League,25.00,10.40,44.52,463.00,745.00,17.02,177.00,1.35,14.00,31.00,3.75,39.00,79.50,0.10,1.00,0.10,1.00,0.77,8.00,0.58,6.00,2.60,27.00,0.96,5.00,3.00
Aleš Mateju\Ales-Mateju,cz CZE,DF,Brescia,it Serie A,23.00,28.30,28.45,805.00,1436.00,6.18,175.00,0.60,17.00,18.00,0.67,19.00,94.70,0.04,1.00,0.04,1.00,0.57,16.00,0.35,10.00,1.70,48.00,0.67,10.00,6.00
Joël Matip\Joel-Matip,cm CMR,DF,Liverpool,eng Premier League,27.00,7.80,52.82,412.00,626.00,4.36,34.00,1.28,10.00,2.00,0.26,2.00,100.00,0.00,0.00,0.00,0.00,0.26,2.00,0.00,0.00,5.64,44.00,0.64,2.00,0.00
Federico Mattiello\Federico-Mattiello,it ITA,DF,Cagliari,it Serie A,24.00,10.30,35.34,364.00,550.00,16.80,173.00,1.17,12.00,10.00,1.55,16.00,62.50,0.10,1.00,0.00,0.00,1.55,16.00,0.78,8.00,1.07,11.00,1.45,10.00,6.00
Philipp Max\Philipp-Max,de GER,DF,Augsburg,de Bundesliga,25.00,30.10,32.06,965.00,1680.00,17.08,514.00,1.10,33.00,8.00,0.33,10.00,80.00,0.18,5.30,0.03,1.00,1.89,57.00,2.06,62.00,2.43,73.00,2.83,40.00,17.00
Kevin Mbabu\Kevin-Mbabu,ch SUI,DF,Wolfsburg,de Bundesliga,24.00,18.80,36.81,692.00,1218.00,21.44,403.00,2.13,40.00,52.00,4.26,80.00,65.00,0.12,2.20,0.00,0.00,1.97,37.00,0.74,14.00,2.93,55.00,1.86,20.00,17.00
Ibrahima Mbaye\Ibrahima-Mbaye,sn SEN,DF,Bologna,it Serie A,24.00,16.70,36.71,613.00,992.00,10.66,178.00,0.66,11.00,11.00,0.90,15.00,73.30,0.03,0.50,0.00,0.00,0.36,6.00,0.42,7.00,2.87,48.00,0.90,4.00,2.00
Loïc Mbe Soh\Loic-Mbe-Soh,fr FRA,DF,Paris S-G,fr Ligue 1,18.00,0.60,118.33,71.00,83.00,40.00,24.00,0.00,0.00,0.00,1.67,1.00,0.00,0.00,0.00,0.00,0.00,1.67,1.00,0.00,0.00,1.67,1.00,1.55,1.00,0.00
Biagio Meccariello\Biagio-Meccariello,it ITA,DF,Lecce,it Serie A,28.00,8.50,36.59,311.00,490.00,7.53,64.00,1.29,11.00,6.00,0.94,8.00,75.00,0.01,0.10,0.00,0.00,0.47,4.00,0.59,5.00,1.76,15.00,1.29,2.00,2.00
Ben Mee\Ben-Mee,eng ENG,DF,Burnley,eng Premier League,29.00,32.00,25.47,815.00,1609.00,1.69,54.00,1.19,38.00,6.00,0.22,7.00,85.70,0.02,0.60,0.00,0.00,0.03,1.00,0.19,6.00,1.84,59.00,0.66,1.00,0.00
Pedro Mendes\Pedro-Mendes,pt POR,DF,Montpellier,fr Ligue 1,28.00,15.30,37.19,569.00,867.00,3.01,46.00,0.72,11.00,6.00,0.46,7.00,85.70,0.01,0.10,0.00,0.00,0.26,4.00,0.13,2.00,3.79,58.00,0.33,2.00,2.00
Benjamin Mendy\Benjamin-Mendy,fr FRA,DF,Manchester City,eng Premier League,25.00,16.60,67.65,1123.00,1419.00,33.25,552.00,0.66,11.00,23.00,1.87,31.00,74.20,0.08,1.40,0.00,0.00,3.49,58.00,1.20,20.00,3.31,55.00,2.17,38.00,20.00
Ferland Mendy\Ferland-Mendy,fr FRA,DF,Real Madrid,es La Liga,24.00,20.10,54.38,1093.00,1489.00,24.68,496.00,1.94,39.00,52.00,3.58,72.00,72.20,0.10,2.10,0.00,0.00,1.59,32.00,1.00,20.00,1.94,39.00,2.04,24.00,8.00
Hamza Mendyl\Hamza-Mendyl,ma MAR,DF,Dijon,fr Ligue 1,21.00,16.00,40.25,644.00,1066.00,14.81,237.00,1.31,21.00,26.00,3.13,50.00,52.00,0.08,1.20,0.13,2.00,0.88,14.00,0.56,9.00,2.00,32.00,1.37,10.00,4.00
Chris Mepham\Chris-Mepham,wal WAL,DF,Bournemouth,eng Premier League,21.00,10.10,37.92,383.00,626.00,2.38,24.00,1.09,11.00,2.00,0.40,4.00,50.00,0.01,0.10,0.00,0.00,0.00,0.00,0.10,1.00,1.58,16.00,0.30,0.00,0.00
Jorge Meré\Jorge-Mere,es ESP,DF,Köln,de Bundesliga,22.00,6.90,44.64,308.00,470.00,3.19,22.00,0.43,3.00,0.00,0.14,1.00,0.00,0.01,0.10,0.00,0.00,0.00,0.00,0.29,2.00,3.62,25.00,0.58,0.00,0.00
Yildirim Mert Çetin\Yildirim-Mert-Cetin,tr TUR,DF,Roma,it Serie A,22.00,2.90,39.66,115.00,165.00,3.10,9.00,1.38,4.00,3.00,1.03,3.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.38,4.00,0.00,0.00,0.00
Thomas Meunier\Thomas-Meunier,be BEL,DF,Paris S-G,fr Ligue 1,27.00,13.80,53.33,736.00,1040.00,26.38,364.00,2.61,36.00,9.00,1.38,19.00,47.40,0.15,2.10,0.07,1.00,1.96,27.00,1.30,18.00,3.04,42.00,1.81,18.00,9.00
Mexer\Mexer,mz MOZ,DF,Bordeaux,fr Ligue 1,30.00,16.50,52.36,864.00,1247.00,3.03,50.00,0.48,8.00,11.00,1.09,18.00,61.10,0.02,0.30,0.00,0.00,0.18,3.00,0.30,5.00,2.18,36.00,0.54,2.00,1.00
Florian Miguel\Florian-Miguel,fr FRA,DF,Nîmes,fr Ligue 1,22.00,22.80,30.88,704.00,1237.00,15.35,350.00,1.27,29.00,13.00,1.49,34.00,38.20,0.04,0.90,0.00,0.00,1.27,29.00,0.57,13.00,2.50,57.00,1.27,18.00,11.00
Nikola Milenkovic\Nikola-Milenkovic,rs SRB,DF,Fiorentina,it Serie A,21.00,36.20,38.34,1388.00,2115.00,4.01,145.00,0.94,34.00,7.00,0.22,8.00,87.50,0.01,0.20,0.03,1.00,0.19,7.00,0.17,6.00,2.43,88.00,0.58,6.00,1.00
Éder Militão\Eder-Militao,br BRA,DF,Real Madrid,es La Liga,21.00,11.40,48.68,555.00,803.00,2.37,27.00,0.35,4.00,1.00,0.18,2.00,50.00,0.00,0.00,0.09,1.00,0.35,4.00,0.09,1.00,1.75,20.00,0.35,3.00,1.00
Yerry Mina\Yerry-Mina,co COL,DF,Everton,eng Premier League,24.00,25.40,39.41,1001.00,1573.00,2.83,72.00,2.01,51.00,3.00,0.20,5.00,60.00,0.01,0.20,0.00,0.00,0.04,1.00,0.16,4.00,2.01,51.00,0.51,1.00,0.00
Tyrone Mings\Tyrone-Mings,eng ENG,DF,Aston Villa,eng Premier League,26.00,32.20,30.96,997.00,1694.00,1.68,54.00,0.75,24.00,11.00,0.43,14.00,78.60,0.02,0.80,0.06,2.00,0.16,5.00,0.22,7.00,2.08,67.00,0.40,4.00,1.00
Jorge Miramón\Jorge-Miramon,es ESP,DF,Levante,es La Liga,30.00,27.00,32.41,875.00,1542.00,13.00,351.00,1.00,27.00,22.00,1.26,34.00,64.70,0.08,2.20,0.04,1.00,1.22,33.00,0.89,24.00,2.11,57.00,1.33,20.00,13.00
Juan Miranda\Juan-Miranda,es ESP,DF,Schalke 04,de Bundesliga,19.00,8.70,33.68,293.00,510.00,16.32,142.00,0.69,6.00,3.00,0.92,8.00,37.50,0.09,0.80,0.00,0.00,2.30,20.00,1.38,12.00,2.64,23.00,2.07,13.00,7.00
Tyrick Mitchell\Tyrick-Mitchell,eng ENG,DF,Crystal Palace,eng Premier League,19.00,2.20,39.09,86.00,142.00,17.27,38.00,0.91,2.00,2.00,0.91,2.00,100.00,0.09,0.20,0.00,0.00,2.73,6.00,1.82,4.00,3.64,8.00,2.31,3.00,3.00
Stefan Mitrovic\Stefan-Mitrovic,rs SRB,DF,Strasbourg,fr Ligue 1,29.00,22.80,33.03,753.00,1132.00,0.96,22.00,0.79,18.00,0.00,0.00,0.00,,0.02,0.40,0.00,0.00,0.04,1.00,0.09,2.00,1.01,23.00,0.35,1.00,0.00
Maximilian Mittelstädt\Maximilian-Mittelstadt,de GER,DFFW,Hertha BSC,de Bundesliga,22.00,21.00,42.10,884.00,1451.00,19.14,402.00,1.38,29.00,19.00,1.38,29.00,65.50,0.08,1.60,0.05,1.00,1.57,33.00,1.10,23.00,3.24,68.00,1.62,22.00,11.00
Niklas Moisander\Niklas-Moisander,fi FIN,DF,Werder Bremen,de Bundesliga,33.00,22.00,55.36,1218.00,1778.00,4.00,88.00,1.05,23.00,13.00,0.91,20.00,65.00,0.01,0.20,0.05,1.00,0.41,9.00,0.18,4.00,4.41,97.00,1.05,8.00,1.00
Nacho Monreal\Nacho-Monreal,es ESP,DF,Arsenal,eng Premier League,33.00,3.00,59.00,177.00,231.00,19.67,59.00,2.33,7.00,1.00,1.00,3.00,33.30,0.07,0.20,0.00,0.00,0.00,0.00,1.00,3.00,2.67,8.00,1.33,0.00,0.00
Nacho Monreal\Nacho-Monreal,es ESP,DF,Real Sociedad,es La Liga,33.00,26.60,39.21,1043.00,1640.00,15.00,399.00,1.77,47.00,10.00,0.56,15.00,66.70,0.04,1.10,0.08,2.00,1.39,37.00,0.45,12.00,1.88,50.00,1.05,25.00,12.00
Ilario Monterisi\Ilario-Monterisi,it ITA,DF,Lecce,it Serie A,17.00,0.00,#DIV/0!,3.00,4.00,#DIV/0!,0.00,#DIV/0!,0.00,0.00,#DIV/0!,0.00,,#DIV/0!,0.00,#DIV/0!,0.00,#DIV/0!,0.00,#DIV/0!,0.00,#DIV/0!,0.00,0.00,0.00,0.00
Martín Montoya\Martin-Montoya,es ESP,DF,Brighton,eng Premier League,28.00,21.10,47.96,1012.00,1484.00,22.75,480.00,1.94,41.00,19.00,1.61,34.00,55.90,0.07,1.40,0.00,0.00,2.46,52.00,0.95,20.00,1.94,41.00,1.76,34.00,18.00
Steven Moreira\Steven-Moreira,fr FRA,DF,Toulouse,fr Ligue 1,24.00,15.40,32.27,497.00,873.00,14.42,222.00,0.39,6.00,11.00,1.04,16.00,68.80,0.10,1.50,0.19,3.00,1.23,19.00,0.91,14.00,2.34,36.00,1.49,13.00,6.00
Jérémy Morel\Jeremy-Morel,mg MAD,DF,Rennes,fr Ligue 1,35.00,20.10,38.26,769.00,1175.00,5.37,108.00,0.70,14.00,7.00,0.45,9.00,77.80,0.02,0.40,0.00,0.00,0.50,10.00,0.25,5.00,2.69,54.00,0.80,6.00,4.00
Alberto Moreno\Alberto-Moreno,es ESP,DF,Villarreal,es La Liga,27.00,16.30,46.75,762.00,1158.00,17.91,292.00,1.96,32.00,11.00,1.41,23.00,47.80,0.04,0.60,0.12,2.00,1.41,23.00,0.74,12.00,2.21,36.00,1.16,16.00,7.00
Álex Moreno\Alex-Moreno,es ESP,DF,Betis,es La Liga,26.00,25.20,43.65,1100.00,1623.00,23.10,582.00,3.57,90.00,48.00,3.29,83.00,57.80,0.08,1.90,0.00,0.00,1.63,41.00,0.95,24.00,1.59,40.00,2.30,28.00,13.00
Mateu Morey\Mateu-Morey,es ESP,DFFW,Dortmund,de Bundesliga,19.00,2.20,69.55,153.00,192.00,22.27,49.00,0.91,2.00,4.00,2.27,5.00,80.00,0.18,0.40,0.00,0.00,0.00,0.00,0.45,1.00,2.73,6.00,1.37,0.00,0.00
Wes Morgan\Wes-Morgan,jm JAM,DF,Leicester City,eng Premier League,35.00,4.80,41.04,197.00,288.00,1.67,8.00,0.83,4.00,2.00,0.42,2.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.63,3.00,1.24,0.00,0.00
Raúl Moro\Raul-Moro,es ESP,DF,Lazio,it Serie A,16.00,0.00,#DIV/0!,2.00,1.00,#DIV/0!,1.00,#DIV/0!,0.00,0.00,#DIV/0!,0.00,,#DIV/0!,0.00,#DIV/0!,0.00,#DIV/0!,0.00,#DIV/0!,0.00,#DIV/0!,0.00,0.00,0.00,0.00
Victor Moses\Victor-Moses,ng NGA,DF,Inter,it Serie A,28.00,4.70,51.49,242.00,325.00,31.28,147.00,5.11,24.00,12.00,3.83,18.00,66.70,0.43,2.00,0.21,1.00,2.55,12.00,1.91,9.00,2.77,13.00,4.71,9.00,3.00
Harold Moukoudi\Harold-Moukoudi,cm CMR,DF,Saint-Étienne,fr Ligue 1,21.00,11.00,42.45,467.00,699.00,1.27,14.00,0.27,3.00,10.00,1.18,13.00,76.90,0.00,0.00,0.00,0.00,0.09,1.00,0.00,0.00,2.09,23.00,0.09,1.00,0.00
Wesley Moustache\Wesley-Moustache,fr FRA,DF,Nantes,fr Ligue 1,20.00,0.50,40.00,20.00,34.00,4.00,2.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,1.00,0.00,0.00,0.00
Samuel Moutoussamy\Samuel-Moutoussamy,cd COD,DFFW,Nantes,fr Ligue 1,22.00,5.80,53.28,309.00,380.00,22.41,130.00,1.90,11.00,7.00,3.45,20.00,35.00,0.10,0.60,0.17,1.00,0.34,2.00,1.03,6.00,3.45,20.00,2.41,2.00,0.00
Javi Moyano\Javi-Moyano,es ESP,DF,Valladolid,es La Liga,33.00,24.70,27.21,672.00,1273.00,11.38,281.00,0.57,14.00,19.00,0.89,22.00,86.40,0.04,0.90,0.04,1.00,0.53,13.00,0.53,13.00,1.66,41.00,1.25,9.00,4.00
Nordi Mukiele\Nordi-Mukiele,fr FRA,DF,RB Leipzig,de Bundesliga,21.00,19.80,53.08,1051.00,1571.00,18.69,370.00,2.53,50.00,12.00,1.36,27.00,44.40,0.06,1.20,0.05,1.00,1.36,27.00,0.71,14.00,2.93,58.00,1.87,20.00,7.00
Benoît Mukinayi\Benoit-Mukinayi,fr FRA,DF,Monaco,fr Ligue 1,18.00,15.70,45.10,708.00,1084.00,2.42,38.00,0.96,15.00,5.00,0.45,7.00,71.40,0.01,0.20,0.00,0.00,0.13,2.00,0.19,3.00,3.95,62.00,0.32,2.00,0.00
Mert Müldür\Mert-Muldur,tr TUR,DF,Sassuolo,it Serie A,20.00,14.10,48.87,689.00,987.00,20.07,283.00,2.34,33.00,24.00,3.05,43.00,55.80,0.08,1.10,0.21,3.00,1.21,17.00,0.85,12.00,3.05,43.00,2.12,12.00,5.00
Aihen Muñoz\Aihen-Munoz,es ESP,DF,Real Sociedad,es La Liga,21.00,10.90,44.13,481.00,754.00,17.71,193.00,0.83,9.00,6.00,1.19,13.00,46.20,0.00,0.00,0.00,0.00,1.65,18.00,0.00,0.00,2.02,22.00,0.73,10.00,8.00
Jeison Murillo\Jeison-Murillo,co COL,DF,Celta Vigo,es La Liga,27.00,17.00,31.18,530.00,892.00,1.18,20.00,0.82,14.00,1.00,0.12,2.00,50.00,0.00,0.00,0.00,0.00,0.06,1.00,0.00,0.00,1.24,21.00,0.68,1.00,0.00
Jeison Murillo\Jeison-Murillo,co COL,DF,Sampdoria,it Serie A,27.00,7.40,25.14,186.00,351.00,3.24,24.00,0.41,3.00,3.00,0.54,4.00,75.00,0.01,0.10,0.00,0.00,0.81,6.00,0.27,2.00,1.76,13.00,0.12,3.00,3.00
Nicola Murru\Nicola-Murru,it ITA,DF,Sampdoria,it Serie A,24.00,25.10,31.04,779.00,1293.00,14.42,362.00,0.52,13.00,28.00,1.75,44.00,63.60,0.05,1.30,0.00,0.00,1.55,39.00,0.80,20.00,2.79,70.00,1.67,25.00,14.00
Mateo Musacchio\Mateo-Musacchio,ar ARG,DF,Milan,it Serie A,28.00,16.30,52.09,849.00,1119.00,2.94,48.00,0.74,12.00,3.00,0.25,4.00,75.00,0.03,0.50,0.06,1.00,0.18,3.00,0.67,11.00,4.60,75.00,1.04,3.00,0.00
Shkodran Mustafi\Shkodran-Mustafi,de GER,DF,Arsenal,eng Premier League,27.00,13.40,50.07,671.00,954.00,2.31,31.00,1.04,14.00,2.00,0.15,2.00,100.00,0.00,0.00,0.00,0.00,0.07,1.00,0.07,1.00,3.58,48.00,0.22,1.00,0.00
Phillipp Mwene\Phillipp-Mwene,at AUT,DF,Mainz 05,de Bundesliga,25.00,3.50,20.86,73.00,205.00,12.57,44.00,0.86,3.00,2.00,1.14,4.00,50.00,0.03,0.10,0.00,0.00,0.29,1.00,0.57,2.00,2.00,7.00,0.57,1.00,0.00
Obite N'Dicka\Obite-NDicka,fr FRA,DF,Eint Frankfurt,de Bundesliga,19.00,19.10,42.25,807.00,1269.00,8.22,157.00,1.05,20.00,21.00,1.62,31.00,67.70,0.05,1.00,0.00,0.00,0.37,7.00,0.42,8.00,3.25,62.00,0.94,5.00,2.00
Abdallah N'dour\Abdallah-Ndour,sn SEN,DF,Strasbourg,fr Ligue 1,25.00,4.10,41.95,172.00,246.00,17.07,70.00,0.24,1.00,1.00,0.73,3.00,33.30,0.05,0.20,0.00,0.00,4.63,19.00,1.46,6.00,1.22,5.00,2.17,10.00,9.00
Stanley N'Soki\Stanley-NSoki,fr FRA,DF,Nice,fr Ligue 1,20.00,14.10,58.65,827.00,1163.00,8.01,113.00,0.64,9.00,25.00,2.62,37.00,67.60,0.06,0.90,0.00,0.00,0.28,4.00,0.50,7.00,5.04,71.00,0.99,3.00,1.00
Nacho\Nacho,es ESP,DF,Valladolid,es La Liga,30.00,21.00,36.52,767.00,1354.00,17.81,374.00,1.19,25.00,13.00,1.19,25.00,52.00,0.12,2.60,0.00,0.00,1.67,35.00,1.33,28.00,3.86,81.00,1.44,27.00,8.00
Nacho\Nacho,es ESP,DF,Real Madrid,es La Liga,29.00,4.90,49.59,243.00,354.00,19.18,94.00,0.61,3.00,1.00,1.02,5.00,20.00,0.06,0.30,0.20,1.00,1.22,6.00,0.61,3.00,2.24,11.00,2.14,3.00,3.00
Naldo\Naldo,br BRA,DF,Espanyol,es La Liga,30.00,14.80,35.34,523.00,821.00,1.96,29.00,0.95,14.00,3.00,0.27,4.00,75.00,0.00,0.00,0.00,0.00,0.20,3.00,0.14,2.00,2.23,33.00,0.54,3.00,0.00
Matija Nastasic\Matija-Nastasic,rs SRB,DF,Schalke 04,de Bundesliga,26.00,15.20,49.34,750.00,1078.00,0.99,15.00,0.92,14.00,0.00,0.00,0.00,,0.01,0.20,0.07,1.00,0.07,1.00,0.07,1.00,2.83,43.00,0.26,1.00,0.00
Marc Navarro\Marc-Navarro,es ESP,DF,Leganés,es La Liga,24.00,2.40,27.92,67.00,102.00,12.50,30.00,2.08,5.00,2.00,0.83,2.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.25,3.00,0.41,0.00,0.00
Ximo Navarro\Ximo-Navarro,es ESP,DF,Alavés,es La Liga,29.00,21.10,24.88,525.00,1119.00,7.20,152.00,0.62,13.00,14.00,1.00,21.00,66.70,0.00,0.10,0.00,0.00,0.19,4.00,0.14,3.00,2.13,45.00,0.28,3.00,1.00
Jesús Navas\Jesus-Navas,es ESP,DF,Sevilla,es La Liga,33.00,37.40,56.82,2125.00,2954.00,29.17,1091.00,1.76,66.00,47.00,1.79,67.00,70.10,0.17,6.40,0.08,3.00,3.88,145.00,1.68,63.00,3.77,141.00,2.56,105.00,40.00
Raúl Navas\Raul-Navas,es ESP,DF,Osasuna,es La Liga,31.00,7.90,18.99,150.00,351.00,0.63,5.00,0.25,2.00,5.00,0.76,6.00,83.30,0.01,0.10,0.13,1.00,0.13,1.00,0.38,3.00,1.27,10.00,0.38,1.00,0.00
Michel Ndary Adopo\Michel-Ndary-Adopo,fr FRA,DF,Torino,it Serie A,19.00,0.00,#DIV/0!,5.00,8.00,#DIV/0!,2.00,#DIV/0!,0.00,0.00,#DIV/0!,0.00,,#DIV/0!,0.00,#DIV/0!,0.00,#DIV/0!,0.00,#DIV/0!,0.00,#DIV/0!,0.00,0.00,0.00,0.00
Carlos Neva\Carlos-Neva,es ESP,DF,Granada,es La Liga,23.00,24.50,24.86,609.00,1112.00,11.51,282.00,0.65,16.00,6.00,0.49,12.00,50.00,0.04,1.10,0.04,1.00,0.90,22.00,0.45,11.00,1.84,45.00,0.65,12.00,10.00
Jeremy Ngakia\Jeremy-Ngakia,eng ENG,DF,West Ham,eng Premier League,18.00,4.90,20.61,101.00,220.00,8.98,44.00,0.20,1.00,8.00,2.45,12.00,66.70,0.00,0.00,0.00,0.00,0.61,3.00,0.00,0.00,0.61,3.00,0.41,2.00,1.00
Muzinga Ngonda\Muzinga-Ngonda,cd COD,DF,Dijon,fr Ligue 1,25.00,6.00,40.50,243.00,412.00,14.83,89.00,0.50,3.00,3.00,1.17,7.00,42.90,0.00,0.00,0.00,0.00,0.50,3.00,0.33,2.00,2.83,17.00,0.50,3.00,0.00
Ahmad Ngouyamsa\Ahmad-Ngouyamsa,cm CMR,DF,Dijon,fr Ligue 1,18.00,0.60,0.00,,,0.00,,0.00,,,0.00,,,0.00,,0.00,,0.00,0.00,0.00,,0.00,,,,
Moussa Niakhate\Moussa-Niakhate,fr FRA,DF,Mainz 05,de Bundesliga,23.00,33.00,33.52,1106.00,1835.00,2.91,96.00,0.85,28.00,3.00,0.33,11.00,27.30,0.03,1.00,0.06,2.00,0.24,8.00,0.36,12.00,2.76,91.00,0.76,7.00,1.00
Nicolas Nkoulou\Nicolas-Nkoulou,cm CMR,DF,Torino,it Serie A,29.00,29.90,27.73,829.00,1512.00,0.64,19.00,0.47,14.00,10.00,0.37,11.00,90.90,0.00,0.10,0.00,0.00,0.00,0.00,0.07,2.00,0.74,22.00,0.27,0.00,0.00
Håvard Nordtveit\Havard-Nordtveit,no NOR,DF,Hoffenheim,de Bundesliga,29.00,7.80,51.67,403.00,588.00,2.18,17.00,0.64,5.00,6.00,0.90,7.00,85.70,0.04,0.30,0.00,0.00,0.26,2.00,0.13,1.00,3.33,26.00,0.77,2.00,0.00
Kasim Nuhu\Kasim-Nuhu,gh GHA,DF,Düsseldorf,de Bundesliga,24.00,11.10,37.12,412.00,654.00,2.52,28.00,0.81,9.00,11.00,1.17,13.00,84.60,0.02,0.20,0.00,0.00,0.00,0.00,0.09,1.00,2.88,32.00,0.63,0.00,0.00
Unai Núñez\Unai-Nunez,es ESP,DF,Athletic Club,es La Liga,22.00,17.50,30.63,536.00,874.00,1.49,26.00,0.69,12.00,6.00,0.40,7.00,85.70,0.01,0.10,0.00,0.00,0.06,1.00,0.17,3.00,1.77,31.00,0.29,1.00,0.00
Bram Nuytinck\Bram-Nuytinck,nl NED,DF,Udinese,it Serie A,29.00,24.70,41.98,1037.00,1539.00,3.04,75.00,0.53,13.00,3.00,0.24,6.00,50.00,0.03,0.70,0.04,1.00,0.12,3.00,0.20,5.00,3.72,92.00,0.57,3.00,0.00
Gerzino Nyamsi\Gerzino-Nyamsi,fr FRA,DF,Rennes,fr Ligue 1,22.00,1.30,32.31,42.00,59.00,0.77,1.00,0.77,1.00,1.00,0.77,1.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.77,1.00,0.00,0.00,0.00
Allan Nyom\Allan-Nyom,cm CMR,DFMF,Getafe,es La Liga,31.00,26.90,23.83,641.00,1170.00,13.68,368.00,1.08,29.00,14.00,1.08,29.00,48.30,0.03,0.90,0.00,0.00,1.23,33.00,0.37,10.00,2.27,61.00,0.67,19.00,14.00
Jack O'Connell\Jack-OConnell,eng ENG,DF,Sheffield Utd,eng Premier League,25.00,32.40,36.48,1182.00,1964.00,9.20,298.00,1.57,51.00,8.00,0.40,13.00,61.50,0.06,2.10,0.06,2.00,0.83,27.00,0.31,10.00,3.09,100.00,0.71,23.00,4.00
Rafael Obrador\Rafael-Obrador,es ESP,DF,Mallorca,es La Liga,15.00,0.00,#DIV/0!,2.00,4.00,#DIV/0!,2.00,#DIV/0!,0.00,0.00,#DIV/0!,0.00,,#DIV/0!,0.00,#DIV/0!,0.00,#DIV/0!,0.00,#DIV/0!,0.00,#DIV/0!,0.00,0.00,0.00,0.00
Bastian Oczipka\Bastian-Oczipka,de GER,DF,Schalke 04,de Bundesliga,30.00,33.50,38.45,1288.00,2110.00,16.78,562.00,0.99,33.00,42.00,2.09,70.00,60.00,0.09,2.90,0.00,0.00,1.49,50.00,1.34,45.00,2.78,93.00,2.06,34.00,16.00
Álvaro Odriozola\Alvaro-Odriozola,es ESP,DF,Real Madrid,es La Liga,23.00,3.80,37.37,142.00,212.00,18.16,69.00,2.11,8.00,9.00,3.42,13.00,69.20,0.21,0.80,0.00,0.00,1.32,5.00,1.32,5.00,0.53,2.00,2.96,4.00,1.00
Álvaro Odriozola\Alvaro-Odriozola,es ESP,DF,Bayern Munich,de Bundesliga,23.00,1.70,68.24,116.00,127.00,37.06,63.00,2.35,4.00,3.00,3.53,6.00,50.00,0.24,0.40,0.00,0.00,6.47,11.00,1.76,3.00,0.59,1.00,2.62,6.00,5.00
Angelo Ogbonna\Angelo-Ogbonna,it ITA,DF,West Ham,eng Premier League,31.00,31.00,20.84,646.00,1278.00,1.65,51.00,0.94,29.00,2.00,0.10,3.00,66.70,0.00,0.10,0.00,0.00,0.06,2.00,0.06,2.00,1.42,44.00,0.29,2.00,0.00
Lucas Olaza\Lucas-Olaza,uy URU,DF,Celta Vigo,es La Liga,25.00,34.90,41.86,1461.00,2302.00,15.56,543.00,0.57,20.00,15.00,0.74,26.00,57.70,0.11,3.70,0.06,2.00,1.55,54.00,1.03,36.00,2.64,92.00,1.69,36.00,18.00
Kiko Olivas\Kiko-Olivas,es ESP,DF,Valladolid,es La Liga,30.00,32.70,28.53,933.00,1555.00,1.13,37.00,0.55,18.00,12.00,0.37,12.00,100.00,0.01,0.20,0.03,1.00,0.03,1.00,0.06,2.00,1.68,55.00,0.40,1.00,0.00
Paulo Oliveira\Paulo-Oliveira,pt POR,DF,Eibar,es La Liga,27.00,23.20,21.55,500.00,1048.00,1.42,33.00,0.65,15.00,3.00,0.13,3.00,100.00,0.01,0.20,0.04,1.00,0.17,4.00,0.04,1.00,2.80,65.00,0.26,4.00,0.00
Mathías Olivera\Mathias-Olivera,uy URU,DF,Getafe,es La Liga,21.00,20.80,23.56,490.00,1170.00,16.59,345.00,1.59,33.00,20.00,1.59,33.00,60.60,0.03,0.70,0.00,0.00,1.06,22.00,0.48,10.00,2.36,49.00,0.96,13.00,9.00
