Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,xAp90,xA,Progpassesp90,Prog,SuccPassperc,KP90,KP,Targ,PassesReceivedp90,Final3rd,PassesFinal3rdp90,SCA,SCA90,PrgDistp90,PrgDist,npxGSh,Att,Attdribblesp90,SuccDribblesPerc,xG
1470,Lucas\Lucas,br BRA,MF,Hoffenheim,de Bundesliga,20,1999,0.7,0,0,0,0,72,0,0,24,34.29,0,0,0,0,100,70,0.52,4,5.71,50,0.5
1471,Jean Lucas\Jean-Lucas,br BRA,MF,Lyon,fr Ligue 1,21,1998,2.2,0.18,0.4,1.36,3,87.1,0.91,2,149,67.73,5,2.27,6,2.7,110,242,0.05,9,4.09,66.7,0.3
1472,Fabio Lucioni\Fabio-Lucioni,it ITA,DF,Lecce,it Serie A,31,1987,34.8,0,0,2.53,88,86.2,0.06,2,1230,35.34,67,1.93,10,0.29,105.83,3683,0.12,11,0.32,63.6,1.7
1473,José Luis Gayà\Jose-Luis-Gaya,es ESP,DF,Valencia,es La Liga,24,1995,22.1,0.07,1.6,4.66,103,78.4,0.59,13,834,37.74,37,1.67,21,0.95,170.9,3777,0.06,51,2.31,60.8,0.5
1474,José Luis Morales\Jose-Luis-Morales,es ESP,FWMF,Levante,es La Liga,32,1987,28,0.15,4.1,2.86,80,67.4,1.18,33,1124,40.14,31,1.11,66,2.36,142.39,3987,0.12,104,3.71,49,4.7
1475,José Luis Palomino\Jose-Luis-Palomino,ar ARG,DF,Atalanta,it Serie A,29,1990,27.6,0.04,1.2,2.54,70,87.1,0.22,6,913,33.08,61,2.21,16,0.58,74.89,2067,0.16,6,0.22,66.7,2.5
1476,José Luis Rodríguez\Jose-Luis-Rodriguez,pa PAN,FW,Alavés,es La Liga,21,1998,0.2,0,0,0,0,60,0,0,9,45,0,0,0,0,40,8,0.02,1,5,100,0
1477,David Luiz\David-Luiz,br BRA,DF,Arsenal,eng Premier League,32,1987,31.2,0.03,1,2.85,89,86.5,0.13,4,1454,46.6,100,3.21,9,0.29,182.47,5693,0.08,9,0.29,44.4,1.8
1478,Douglas Luiz\Douglas-Luiz,br BRA,MF,Aston Villa,eng Premier League,21,1998,29,0.05,1.4,3.79,110,80.9,0.55,16,1038,35.79,114,3.93,41,1.41,117.1,3396,0.06,41,1.41,73.2,2.4
1479,Jordan Lukaku\Jordan-Lukaku,be BEL,DF,Lazio,it Serie A,25,1994,4.4,0.18,0.8,4.09,18,76.2,2.05,9,143,32.5,4,0.91,14,3.18,145,638,0.04,11,2.5,54.5,0.1
1480,Romelu Lukaku\Romelu-Lukaku,be BEL,FW,Inter,it Serie A,26,1993,33.1,0.16,5.2,2.02,67,71.7,1.63,54,1593,48.13,39,1.18,101,3.05,69.03,2285,0.17,40,1.21,60,20.2
1481,Dodi Lukebakio\Dodi-Lukebakio,cd COD,FWMF,Hertha BSC,de Bundesliga,21,1997,22.6,0.22,4.9,2.83,64,75.4,1.55,35,955,42.26,28,1.24,66,2.92,128.89,2913,0.16,82,3.63,65.9,6.1
1482,Saša Lukic\Sasa-Lukic,rs SRB,MF,Torino,it Serie A,22,1996,20.7,0.03,0.6,3.62,75,86.4,0.58,12,801,38.7,66,3.19,36,1.74,134.15,2777,0.05,34,1.64,55.9,0.9
1483,Senad Lulic\Senad-Lulic,ba BIH,DF,Lazio,it Serie A,33,1986,17.5,0.14,2.4,5.14,90,79.3,1.2,21,735,42,35,2,42,2.4,161.94,2834,0.07,57,3.26,64.9,1.1
1484,John Lundstram\John-Lundstram,eng ENG,MF,Sheffield Utd,eng Premier League,25,1994,27.3,0.09,2.4,3.44,94,80.4,0.7,19,1274,46.67,77,2.82,44,1.61,70.73,1931,0.12,34,1.25,50,5.2
1485,Sebastiano Luperto\Sebastiano-Luperto,it ITA,DF,Napoli,it Serie A,22,1996,5.9,0,0,5.08,30,91.1,0.17,1,318,53.9,26,4.41,5,0.85,243.05,1434,0.01,0,0,,0
1486,Arnaud Lusamba\Arnaud-Lusamba,fr FRA,MFFW,Nice,fr Ligue 1,22,1997,10.9,0.17,1.8,2.57,28,85.5,1.65,18,487,44.68,23,2.11,28,2.57,73.67,803,0.11,31,2.84,67.7,0.6
1487,Andreas Luthe\Andreas-Luthe,de GER,GK,Augsburg,de Bundesliga,32,1987,10,0,0,0,0,70.2,0,0,204,20.4,2,0.2,1,0.1,53.6,536,,0,0,,0
1488,Lyanco\Lyanco,br BRA,DF,Torino,it Serie A,22,1997,13.1,0.02,0.3,2.9,38,85.1,0.08,1,508,38.78,34,2.6,7,0.54,123.97,1624,0.03,16,1.22,62.5,0.1
1489,Charalambos Lykogiannis\Charalambos-Lykogiannis,gr GRE,DF,Cagliari,it Serie A,25,1993,14.9,0.09,1.4,4.97,74,65.3,0.6,9,484,32.48,36,2.42,13,0.87,97.18,1448,0.04,20,1.34,55,0.5
1490,Yann M'Vila\Yann-MVila,fr FRA,MFDF,Saint-Étienne,fr Ligue 1,29,1990,21.6,0.04,0.9,4.21,91,86.4,0.51,11,955,44.21,104,4.81,18,0.83,82.73,1787,0.05,8,0.37,75,0.5
1491,Alexis Mac Allister\Alexis-Mac-Allister,ar ARG,MFFW,Brighton,eng Premier League,20,1998,3.9,0.08,0.3,2.82,11,64.6,1.28,5,120,30.77,7,1.79,11,2.81,59.49,232,0.05,6,1.54,50,0.4
1492,Darwin Machís\Darwin-Machis,ve VEN,FWMF,Granada,es La Liga,26,1993,23.7,0.15,3.6,3.33,79,62,1.65,39,815,34.39,33,1.39,82,3.47,164.22,3892,0.07,87,3.67,58.6,6
1493,Yvann Macon\Yvann-Macon,GPE,DF,Saint-Étienne,fr Ligue 1,20,1998,1.1,0,0,3.64,4,73,0,0,42,38.18,0,0,1,0.95,76.36,84,0.02,1,0.91,100,0
1494,James Maddison\James-Maddison,eng ENG,MF,Leicester City,eng Premier League,22,1996,29.2,0.24,7.1,8.15,238,76.6,2.88,84,1651,56.54,155,5.31,168,5.76,122.57,3579,0.07,83,2.84,67.5,5
1495,Lisandro Magallán\Lisandro-Magallan,ar ARG,DF,Alavés,es La Liga,25,1993,13.3,0.05,0.6,2.71,36,80,0.3,4,293,22.03,26,1.95,5,0.38,60.75,808,0.11,3,0.23,66.7,0.6
1496,Francesco Magnanelli\Francesco-Magnanelli,it ITA,MF,Sassuolo,it Serie A,34,1984,15.5,0.02,0.3,4.77,74,89.2,0.77,12,984,63.48,98,6.32,21,1.35,100.97,1565,0.05,10,0.65,90,0.4
1497,Giangiacomo Magnani\Giangiacomo-Magnani,it ITA,DFMF,Brescia,it Serie A,23,1995,1.3,0,0,0,0,78.4,0,0,32,24.62,1,0.77,0,0,59.23,77,0.06,1,0.77,100,0.1
1498,Giangiacomo Magnani\Giangiacomo-Magnani,it ITA,DF,Sassuolo,it Serie A,23,1995,1.6,0.06,0.1,3.13,5,84.4,1.25,2,61,38.13,4,2.5,1,0.62,94.38,151,0.51,0,0,,1
1499,Hugo Magnetti\Hugo-Magnetti,fr FRA,MF,Brest,fr Ligue 1,21,1998,2.6,0.08,0.2,5.38,14,80.7,1.54,4,139,53.46,17,6.54,12,4.58,189.23,492,0.02,4,1.54,75,0.1
1500,Harry Maguire\Harry-Maguire,eng ENG,DF,Manchester Utd,eng Premier League,26,1993,38,0.01,0.5,2.82,107,88.5,0.42,16,1959,51.55,168,4.42,30,0.79,221.26,8408,0.06,13,0.34,76.9,2
1501,Abdallahi Mahmoud\Abdallahi-Mahmoud,mr MTN,MF,Alavés,es La Liga,19,2000,1.7,0,0,0.59,1,86.8,0,0,36,21.18,2,1.18,0,0,59.41,101,,4,2.35,75,0
1502,Riyad Mahrez\Riyad-Mahrez,dz ALG,FW,Manchester City,eng Premier League,28,1991,21.6,0.42,9,6.81,147,84.9,2.69,58,1367,63.29,53,2.45,137,6.34,211.76,4574,0.09,94,4.35,63.8,7.2
1503,Thiago Maia\Thiago-Maia,br BRA,MF,Lille,fr Ligue 1,22,1997,0.5,0.2,0.1,8,4,79.5,2,1,29,58,4,8,1,1.87,86,43,,0,0,,0
1504,Arne Maier\Arne-Maier,de GER,MF,Hertha BSC,de Bundesliga,20,1999,5.9,0.1,0.6,5.76,34,83.6,1.69,10,296,50.17,31,5.25,19,3.2,142.03,838,0.04,7,1.19,100,0.2
1505,Habib Maïga\Habib-Maiga,ci CIV,MF,Metz,fr Ligue 1,23,1996,25.2,0.03,0.8,3.97,100,80.9,0.4,10,1194,47.38,98,3.89,35,1.39,138.45,3489,0.06,48,1.9,75,1.7
1506,Mike Maignan\Mike-Maignan,fr FRA,GK,Lille,fr Ligue 1,23,1995,28,0,0,0,0,64.4,0.04,1,285,10.18,17,0.61,3,0.11,47.54,1331,0.03,0,0,,0
1507,Ainsley Maitland-Niles\Ainsley-Maitland-Niles,eng ENG,DF,Arsenal,eng Premier League,21,1997,15.4,0.09,1.4,4.87,75,82.6,0.65,10,768,49.87,50,3.25,20,1.3,146.56,2257,0.08,44,2.86,50,0.3
1508,Josh Maja\Josh-Maja,ng NGA,FW,Bordeaux,fr Ligue 1,20,1998,8.2,0.15,1.2,0.98,8,85,0.98,8,375,45.73,6,0.73,21,2.57,57.68,473,0.2,23,2.8,69.6,3.6
1509,Abdul Majeed Waris\Abdul-Majeed-Waris,gh GHA,FW,Strasbourg,fr Ligue 1,27,1991,4.1,0.17,0.7,2.2,9,73,0.73,3,169,41.22,1,0.24,6,1.46,178.54,732,0.26,20,4.88,45,1.8
1510,Žan Majer\Zan-Majer,si SVN,MF,Lecce,it Serie A,27,1992,18.5,0.08,1.4,3.35,62,79.5,1.03,19,683,36.92,61,3.3,41,2.22,117.03,2165,0.12,24,1.3,54.2,2.3
1511,Jean-Victor Makengo\Jean-Victor-Makengo,fr FRA,MFFW,Toulouse,fr Ligue 1,21,1998,11,0.12,1.3,3.91,43,83.4,1.18,13,530,48.18,46,4.18,22,2,176.91,1946,0.05,31,2.82,54.8,0.7
1512,Nemanja Maksimovic\Nemanja-Maksimovic,rs SRB,MF,Getafe,es La Liga,24,1995,32.2,0.03,0.9,1.52,49,73.2,0.4,13,552,17.14,39,1.21,37,1.15,31.27,1007,0.1,14,0.43,57.1,3.1
1513,Nikola Maksimovic\Nikola-Maksimovic,rs SRB,DF,Napoli,it Serie A,27,1991,20,0.04,0.7,3.65,73,92.7,0.35,7,1163,58.15,79,3.95,12,0.6,188.9,3778,0.18,9,0.45,66.7,0.7
1514,Kévin Malcuit\Kevin-Malcuit,ma MAR,DF,Napoli,it Serie A,28,1991,2.8,0.07,0.2,5,14,81.6,0.71,2,140,50,4,1.43,3,1.05,140.36,393,0.02,9,3.21,66.7,0
1515,Daniel Maldini\Daniel-Maldini,it ITA,FW,Milan,it Serie A,17,2001,0.3,0,0,0,0,81.3,0,0,22,73.33,0,0,0,0,220,66,,1,3.33,0,0
1516,Ruslan Malinovskyi\Ruslan-Malinovskyi,ua UKR,MFFW,Atalanta,it Serie A,26,1993,17.1,0.3,5.1,7.6,130,79.6,2.51,43,1110,64.91,67,3.92,112,6.57,194.44,3325,0.05,81,4.74,72.8,4.7
1517,Yunus Malli\Yunus-Malli,tr TUR,FWMF,Union Berlin,de Bundesliga,27,1992,7.5,0.09,0.7,2,15,71.4,0.53,4,290,38.67,7,0.93,15,2.01,90,675,0.07,11,1.47,45.5,0.7
1518,Hugo Mallo\Hugo-Mallo,es ESP,DF,Celta Vigo,es La Liga,28,1991,21.8,0.08,1.8,5.6,122,76.7,0.6,13,951,43.62,60,2.75,28,1.28,90.73,1978,0.03,12,0.55,66.7,0.2
1519,Streli Mamba\Streli-Mamba,de GER,FW,Paderborn 07,de Bundesliga,25,1994,16.9,0.08,1.3,0.59,10,76.8,0.47,8,573,33.91,12,0.71,24,1.42,75.5,1276,0.18,29,1.72,55.2,4.6
1520,Hianga Mananga Mbock\Hianga-Mananga-Mbock,fr FRA,MF,Brest,fr Ligue 1,19,1999,1.6,0.06,0.1,1.88,3,89,0.63,1,70,43.75,2,1.25,1,0.64,135.63,217,0.04,2,1.25,100,0.1
1521,Vincent Manceau\Vincent-Manceau,fr FRA,DF,Angers,fr Ligue 1,30,1989,22,0.05,1,8.09,178,80.7,0.64,14,971,44.14,75,3.41,30,1.36,92.32,2031,0.03,14,0.64,42.9,0.2
1522,Gianluca Mancini\Gianluca-Mancini,it ITA,DFMF,Roma,it Serie A,23,1996,30.4,0.02,0.6,3.22,98,89.3,0.3,9,1410,46.38,79,2.6,24,0.79,152.99,4651,0.13,14,0.46,71.4,2.7
1523,Marco Mancosu\Marco-Mancosu,it ITA,MFFW,Lecce,it Serie A,30,1988,27.1,0.14,3.9,2.84,77,75.1,1.29,35,1092,40.3,64,2.36,71,2.62,120.63,3269,0.09,42,1.55,64.3,15.2
1524,Steve Mandanda\Steve-Mandanda,fr FRA,GK,Marseille,fr Ligue 1,34,1985,26.3,0,0,0.04,1,67.8,0,0,416,15.82,6,0.23,1,0.04,42.89,1128,,2,0.08,50,0
1525,Reinildo Mandava\Reinildo-Mandava,mz MOZ,DF,Lille,fr Ligue 1,25,1994,12.3,0.03,0.4,4.8,59,79.7,0.33,4,475,38.62,34,2.76,13,1.05,109.92,1352,0.03,20,1.63,60,0.1
1526,Aïssa Mandi\Aissa-Mandi,dz ALG,DF,Betis,es La Liga,27,1991,28.6,0.03,0.8,2.59,74,91.5,0.24,7,1479,51.71,93,3.25,17,0.59,112.31,3212,0.12,9,0.31,66.7,1.2
1527,Rolando Mandragora\Rolando-Mandragora,it ITA,MF,Udinese,it Serie A,22,1997,22.8,0.13,2.9,4.47,102,81,1.62,37,905,39.69,66,2.89,65,2.85,62.11,1416,0.07,30,1.32,43.3,3.8
1528,Sadio Mané\Sadio-Mane,sn SEN,FW,Liverpool,eng Premier League,27,1992,30.5,0.23,7,4.33,132,80.3,1.84,56,1843,60.43,65,2.13,107,3.51,178.2,5435,0.18,116,3.8,65.5,13.5
1529,Eliaquim Mangala\Eliaquim-Mangala,fr FRA,DF,Valencia,es La Liga,28,1991,7.5,0,0,1.2,9,87.9,0,0,229,30.53,14,1.87,0,0,43.33,325,0.16,1,0.13,0,0.2
1530,Thomas Mangani\Thomas-Mangani,fr FRA,MF,Angers,fr Ligue 1,32,1987,20.8,0.17,3.5,9.13,190,78.6,2.5,52,1161,55.82,95,4.57,78,3.75,116.73,2428,0.06,28,1.35,82.1,1.8
1531,Massimiliano Mangraviti\Massimiliano-Mangraviti,it ITA,DF,Brescia,it Serie A,21,1998,10.8,0.01,0.1,5.28,57,82.4,0.09,1,319,29.54,35,3.24,5,0.46,99.07,1070,0.08,0,0,,0.2
1532,Kostas Manolas\Kostas-Manolas,gr GRE,DF,Napoli,it Serie A,28,1991,24.2,0,0.1,2.4,58,92.8,0.08,2,1220,50.41,47,1.94,4,0.17,153.93,3725,0.1,2,0.08,100,1.7
1533,Javier Manquillo\Javier-Manquillo,es ESP,DF,Newcastle Utd,eng Premier League,25,1994,17.8,0.02,0.4,3.43,61,71.5,0.34,6,458,25.73,27,1.52,14,0.79,75.9,1351,0.06,20,1.12,65,0.1
1534,Giacomo Manzari\Giacomo-Manzari,it ITA,FWMF,Sassuolo,it Serie A,18,2000,0.2,0,0,0,0,57.1,0,0,8,40,0,0,0,0,125,25,,1,5,100,0
1535,Myziane Maolida\Myziane-Maolida,fr FRA,FWMF,Nice,fr Ligue 1,20,1999,7.5,0.24,1.8,5.2,39,81.1,1.73,13,397,52.93,14,1.87,27,3.6,245.33,1840,0.12,22,2.93,54.5,2
1536,Faitout Maouassa\Faitout-Maouassa,fr FRA,DF,Rennes,fr Ligue 1,21,1998,20,0.05,1,4.95,99,76.3,0.65,13,794,39.7,49,2.45,27,1.35,165.6,3312,0.04,52,2.6,53.8,0.5
1537,Fernando Marçal\Fernando-Marcal,br BRA,DF,Lyon,fr Ligue 1,30,1989,9.2,0.14,1.3,8.59,79,82.4,1.3,12,556,60.43,55,5.98,16,1.74,200.98,1849,0.03,13,1.41,69.2,0.1
1538,Marcelo\Marcelo,br BRA,DF,Real Madrid,es La Liga,31,1988,14.4,0.15,2.1,9.72,140,82.4,1.81,26,946,65.69,80,5.56,50,3.47,180.35,2597,0.03,13,0.9,76.9,0.5
1539,Marcelo\Marcelo,br BRA,DF,Lyon,fr Ligue 1,32,1987,16.7,0,0,4.43,74,87.1,0.06,1,918,54.97,73,4.37,8,0.48,148.38,2478,0.07,1,0.06,0,0.5
1540,Solly March\Solly-March,eng ENG,DFFW,Brighton,eng Premier League,25,1994,12.7,0.06,0.7,5.43,69,72.4,1.02,13,585,46.06,18,1.42,32,2.52,171.1,2173,0.06,30,2.36,60,1.4
1541,Gian Marco Ferrari\Gian-Marco-Ferrari,it ITA,DF,Sassuolo,it Serie A,27,1992,21.1,0.04,0.9,3.74,79,93.6,0.28,6,1290,61.14,86,4.08,23,1.09,238.67,5036,0.15,4,0.19,100,1.6
1542,Óscar de Marcos\Oscar-de-Marcos,es ESP,DFFW,Athletic Club,es La Liga,30,1989,6,0.17,1,4.83,29,73.7,1.5,9,217,36.17,15,2.5,11,1.83,83.67,502,0.06,4,0.67,50,0.1
1543,Dario Maresic\Dario-Maresic,at AUT,DF,Reims,fr Ligue 1,19,1999,1,0,0,6,6,82.8,0,0,55,55,5,5,2,2,210,210,,0,0,,0
1544,Miguel Marí\Miguel-Mari,es ESP,MF,Eibar,es La Liga,22,1997,0.1,0,0,0,0,50,0,0,1,10,0,0,0,0,20,2,,0,0,,0
1545,Pablo Marí\Pablo-Mari,es ESP,DF,Arsenal,eng Premier League,25,1993,1.3,0,0,3.08,4,89,0,0,82,63.08,4,3.08,0,0,257.69,335,,0,0,,0
1546,José María Giménez\Jose-Maria-Gimenez,uy URU,DF,Atlético Madrid,es La Liga,24,1995,19.5,0,0,2.41,47,88.3,0,0,635,32.56,39,2,9,0.46,83.33,1625,0.05,1,0.05,100,0.6
1547,Mariano\Mariano,do DOM,FW,Real Madrid,es La Liga,25,1993,0.5,0,0,0,0,73.3,2,1,31,62,0,0,2,4,142,71,0.12,2,4,100,0.7
1548,Adrian Mariappa\Adrian-Mariappa,jm JAM,DF,Watford,eng Premier League,32,1986,16.8,0.02,0.4,4.17,70,72.8,0.24,4,346,20.6,32,1.9,10,0.59,25.77,433,0.07,3,0.18,33.3,0.2
1549,Jordan Marié\Jordan-Marie,fr FRA,MF,Dijon,fr Ligue 1,27,1991,2.2,0.18,0.4,3.64,8,75.7,0.91,2,101,45.91,7,3.18,2,0.9,79.55,175,0.02,4,1.82,75,0
1550,Federico Marigosu\Federico-Marigosu,it ITA,MF,Cagliari,it Serie A,18,2001,0.3,0,0,3.33,1,53.3,3.33,1,21,70,0,0,2,7.5,133.33,40,,0,0,,0
1551,Adrián Marín\Adrian-Marin,es ESP,DF,Alavés,es La Liga,22,1997,9.5,0.03,0.3,7.16,68,71.3,0.53,5,224,23.58,24,2.53,11,1.16,83.47,793,0.2,22,2.32,36.4,0.6
1552,Guillermo Maripán\Guillermo-Maripan,cl CHI,DF,Alavés,es La Liga,25,1994,1,0,0,0,0,63.6,0,0,5,5,0,0,0,0,15,15,,0,0,,0
1553,Guillermo Maripán\Guillermo-Maripan,cl CHI,DF,Monaco,fr Ligue 1,25,1994,19.5,0.01,0.1,3.95,77,88.9,0.05,1,872,44.72,63,3.23,9,0.46,139.13,2713,0.16,6,0.31,50,1.6
1554,Marlon\Marlon,br BRA,DF,Sassuolo,it Serie A,23,1995,20.2,0.03,0.7,3.22,65,94.7,0.4,8,1271,62.92,80,3.96,16,0.79,209.55,4233,0.19,7,0.35,100,0.9
1555,Omar Marmoush\Omar-Marmoush,eg EGY,MFFW,Wolfsburg,de Bundesliga,20,1999,0.9,0,0,1.11,1,62.5,0,0,23,25.56,0,0,1,1.11,136.67,123,0.07,7,7.78,14.3,0.1
1556,Gonzalo Maroni\Gonzalo-Maroni,ar ARG,MF,Sampdoria,it Serie A,20,1999,2,0.3,0.6,8,16,79.8,4.5,9,86,43,7,3.5,16,7.96,285,570,0.09,3,1.5,66.7,1.1
1557,Marquinhos\Marquinhos,br BRA,MFDF,Paris S-G,fr Ligue 1,25,1994,16.4,0.03,0.5,5.12,84,93.3,0.18,3,1136,69.27,105,6.4,18,1.1,159.51,2616,0.17,10,0.61,90,1.8
1558,Bruno Martella\Bruno-Martella,it ITA,DFMF,Brescia,it Serie A,26,1992,14.1,0.09,1.2,6.17,87,71.5,1.06,15,455,32.27,31,2.2,29,2.06,110.21,1554,0.03,25,1.77,48,0.3
1559,Roger Martí\Roger-Marti,es ESP,FW,Levante,es La Liga,28,1991,25.2,0.1,2.5,1.63,41,63.4,0.87,22,1022,40.56,23,0.91,39,1.55,41.19,1038,0.14,26,1.03,46.2,10.3
1560,Anthony Martial\Anthony-Martial,fr FRA,FW,Manchester Utd,eng Premier League,23,1995,29.2,0.14,4.2,2.29,67,79.8,1.06,31,1399,47.91,36,1.23,92,3.16,109.93,3210,0.13,104,3.56,61.5,10.8
1561,Aarón Martín\Aaron-Martin,es ESP,DF,Mainz 05,de Bundesliga,22,1997,19.9,0.17,3.4,5.98,119,72.6,1.56,31,610,30.65,39,1.96,50,2.51,108.74,2164,0.03,40,2.01,60,0.2
1562,Daniel Martín\Daniel-Martin,es ESP,GK,Betis,es La Liga,21,1998,5.9,0.02,0.1,0,0,75.3,0.17,1,99,16.78,1,0.17,2,0.34,45.93,271,,0,0,,0
1563,David Martin\David-Martin,eng ENG,GK,West Ham,eng Premier League,33,1986,4.8,0,0,0,0,44.4,0,0,31,6.46,2,0.42,0,0,33.75,162,,0,0,,0
1564,Jonas Martin\Jonas-Martin,fr FRA,MF,Rennes,fr Ligue 1,29,1990,1.3,0.15,0.2,3.85,5,87.3,0.77,1,60,46.15,7,5.38,1,0.8,99.23,129,0.07,0,0,,0.1
1565,Jonas Martin\Jonas-Martin,fr FRA,MF,Strasbourg,fr Ligue 1,29,1990,2.7,0.11,0.3,6.67,18,88.5,1.11,3,159,58.89,12,4.44,5,1.82,137.78,372,,3,1.11,100,0.8
1566,Josh Martin\Josh-Martin,eng ENG,FW,Norwich City,eng Premier League,17,2001,0.4,0,0,0,0,75,0,0,20,50,1,2.5,0,0,52.5,21,0.24,1,2.5,100,0.2
1567,Martinelli\Martinelli,br BRA,FW,Arsenal,eng Premier League,18,2001,7.4,0.03,0.2,1.49,11,62.3,0.27,2,311,42.03,2,0.27,8,1.09,167.97,1243,0.18,30,4.05,40,2.2
1568,Álex Martínez\Alex-Martinez,es ESP,DF,Granada,es La Liga,28,1990,0.2,0,0,10,2,50,0,0,5,25,0,0,0,0,195,39,0.04,0,0,,0
1569,Emiliano Martínez\Emiliano-Martinez,ar ARG,GK,Arsenal,eng Premier League,26,1992,8.6,0,0,0,0,72.4,0,0,135,15.7,6,0.7,0,0,35.23,303,,0,0,,0
1570,Iñigo Martínez\Inigo-Martinez,es ESP,DF,Athletic Club,es La Liga,28,1991,33,0.03,0.9,3.73,123,79.3,0.21,7,1089,33,115,3.48,23,0.7,119.67,3949,0.06,11,0.33,72.7,1.7
1571,Javi Martínez\Javi-Martinez,es ESP,MF,Osasuna,es La Liga,19,1999,0.1,0,0,0,0,80,0,0,7,70,0,0,1,9,230,23,,0,0,,0
1572,Javi Martínez\Javi-Martinez,es ESP,DFMF,Bayern Munich,de Bundesliga,30,1988,7.5,0,0,4.53,34,91.9,0.13,1,491,65.47,41,5.47,9,1.2,161.07,1208,0.18,4,0.53,75,0.2
1573,Lautaro Martínez\Lautaro-Martinez,ar ARG,FW,Inter,it Serie A,21,1997,27.2,0.1,2.7,1.69,46,62.5,1.07,29,1217,44.74,29,1.07,90,3.3,93.6,2546,0.11,83,3.05,56.6,15.9
1574,Pablo Martínez\Pablo-Martinez,es ESP,MFFW,Levante,es La Liga,21,1998,0.4,0.25,0.1,2.5,1,77.8,2.5,1,17,42.5,0,0,13,0.5,130,52,0.08,2,5,0,0.9
1575,Pablo Martinez\Pablo-Martinez,fr FRA,DF,Nîmes,fr Ligue 1,30,1989,26,0.02,0.5,3.08,80,80.5,0.15,4,755,29.04,72,2.77,1,2.73,125.54,3264,0.07,7,0.27,85.7,0.1
1576,Gelson Martins\Gelson-Martins,pt POR,DFFW,Monaco,fr Ligue 1,24,1995,18.6,0.22,4.1,4.09,76,79.6,1.51,28,898,48.28,28,1.51,60,3.23,238.87,4443,0.2,104,5.59,58.7,5.5
1577,Adam Marušic\Adam-Marusic,me MNE,DF,Lazio,it Serie A,26,1992,10.5,0.05,0.5,1.9,20,84.9,0.76,8,335,31.9,5,0.48,16,1.53,78.57,825,0.14,18,1.71,50,1.6
1578,Omar Mascarell\Omar-Mascarell,es ESP,MF,Schalke 04,de Bundesliga,26,1993,22.5,0.04,1,3.91,88,86.2,0.36,8,963,42.8,75,3.33,16,0.71,102.84,2314,0.04,15,0.67,73.3,0.4
1579,Andrea Masiello\Andrea-Masiello,it ITA,DF,Genoa,it Serie A,33,1986,14.7,0,0,6.46,95,85.6,0.07,1,623,42.38,55,3.74,13,0.88,120.07,1765,0.03,7,0.48,85.7,0.2
1580,Andrea Masiello\Andrea-Masiello,it ITA,DF,Atalanta,it Serie A,33,1986,6,0.03,0.2,3.17,19,87.2,0.5,3,224,37.33,16,2.67,5,0.83,83.83,503,,1,0.17,100,0
1581,Adam Masina\Adam-Masina,it ITA,DF,Watford,eng Premier League,25,1994,20.2,0.03,0.6,6.49,131,62.3,0.64,13,569,28.17,57,2.82,20,0.99,66.83,1350,0.05,18,0.89,61.1,0.7
1582,Jordi Masip\Jordi-Masip,es ESP,GK,Valladolid,es La Liga,30,1989,35,0,0,0,0,51.2,0.03,1,345,9.86,14,0.4,7,0.2,51.11,1789,,0,0,,0
1583,Arthur Masuaku\Arthur-Masuaku,cd COD,DF,West Ham,eng Premier League,25,1993,10.4,0.1,1,4.9,51,80.3,0.58,6,463,44.52,27,2.6,10,0.96,197.31,2052,0.02,39,3.75,79.5,0.1
1584,Jaime Mata\Jaime-Mata,es ESP,FW,Getafe,es La Liga,30,1988,30.5,0.08,2.5,2.26,69,64.3,0.98,30,1632,53.51,37,1.21,67,2.2,38.85,1185,0.12,37,1.21,48.6,9.3
1585,Juan Mata\Juan-Mata,es ESP,MFFW,Manchester Utd,eng Premier League,31,1988,8.4,0.21,1.8,5.48,46,84.5,2.26,19,605,72.02,41,4.88,38,4.51,133.45,1121,0.13,12,1.43,41.7,1.2
1586,Aleš Mateju\Ales-Mateju,cz CZE,DF,Brescia,it Serie A,23,1996,28.3,0.04,1,3.71,105,81.8,0.35,10,805,28.45,48,1.7,19,0.67,97.42,2757,0.07,19,0.67,94.7,0.4
1587,Jean-Philippe Mateta\Jean-Philippe-Mateta,fr FRA,FW,Mainz 05,de Bundesliga,22,1997,11.7,0.03,0.4,0.6,7,64.7,0.43,5,491,41.97,6,0.51,15,1.28,44.36,519,0.17,31,2.65,61.3,6.2
1588,Nemanja Matic\Nemanja-Matic,rs SRB,MF,Manchester Utd,eng Premier League,30,1988,17.6,0.07,1.3,5.68,100,88.3,0.97,17,1053,59.83,118,6.7,43,2.45,209.6,3689,0.03,29,1.65,79.3,0.2
1589,Joël Matip\Joel-Matip,cm CMR,DF,Liverpool,eng Premier League,27,1991,7.8,0,0,5,39,87.2,0,0,412,52.82,44,5.64,5,0.64,226.67,1768,0.08,2,0.26,100,0.3
1590,Rabbi Matondo\Rabbi-Matondo,wal WAL,FWMF,Schalke 04,de Bundesliga,18,2000,12.9,0.05,0.7,0.85,11,68.2,0.85,11,539,41.78,7,0.54,30,2.32,149.3,1926,0.1,62,4.81,51.6,2.4
1591,Alessandro Matri\Alessandro-Matri,it ITA,FWMF,Brescia,it Serie A,34,1984,1,0.3,0.3,9,9,65.5,4,4,72,72,4,4,5,5.06,17,17,0.07,5,5,40,0.4
